Numéro d'école;Latitude;Longitude;
0141683D;49.1683333;0.3311111;Ouilly-du-Houley, Lisieux, Calvados, Normandie, France métropolitaine, 14590, France
0941732X;48.8125893;2.3570028;Le Kremlin-Bicêtre, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94270, France
0020161P;49.1855797;3.3531479;Breny, Soissons, Aisne, Hauts-de-France, France métropolitaine, 02210, France
0020165U;49.1019;3.16044;Brumetz, Château-Thierry, Aisne, Hauts-de-France, France métropolitaine, 02810, France
0020192Y;50.0030556;3.245;Le Catelet, Saint-Quentin, Aisne, Hauts-de-France, France métropolitaine, 02420, France
0020263A;49.6148945;3.2189506;Chauny, Laon, Aisne, Hauts-de-France, France métropolitaine, 02300, France
0020581W;49.0735714;3.5417135;Courtemont-Varennes, Château-Thierry, Aisne, Hauts-de-France, France métropolitaine, 02850, France
0020736P;49.7428344897304;3.79079450912162;Montigny-sous-Marle, Hauts-de-France, France métropolitaine, 02250, France
0020949W;49.9552008;3.2985798;Joncourt, Saint-Quentin, Aisne, Hauts-de-France, France métropolitaine, 02420, France
0021119F;49.8230556;3.6455556;Le Hérie-la-Viéville, Vervins, Aisne, Hauts-de-France, France métropolitaine, 02120, France
0021195N;49.3837621;3.327613;Soissons, Aisne, Hauts-de-France, France métropolitaine, 02200, France
0942080A;48.7630238;2.4093664;Choisy-le-Roi, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94600, France
0021464F;49.7789758856655;3.4306899849347;Ribemont, Hauts-de-France, France métropolitaine, 02240, France
0021806C;49.3837621;3.327613;Soissons, Aisne, Hauts-de-France, France métropolitaine, 02200, France
0010958L;46.2189665;4.9925097;Vonnas, Bourg-en-Bresse, Ain, Auvergne-Rhône-Alpes, France métropolitaine, 01540, France
0700308E;47.7145;6.20379;Varogne, Vesoul, Haute-Saône, Bourgogne-Franche-Comté, France métropolitaine, 70240, France
0700756S;47.53893925;5.88530738225238;Vezet, La Romaine, Vesoul, Haute-Saône, Bourgogne-Franche-Comté, France métropolitaine, 70130, France
0820693H;44.2565123;1.1383233;Lauzerte, Castelsarrasin, Tarn-et-Garonne, Occitanie, France métropolitaine, 82110, France
0680473V;48.2476662;7.1851184;Sainte-Marie-aux-Mines, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68160, France
0710503L;46.4336264;4.4732816;Suin, Charolles, Saône-et-Loire, Bourgogne-Franche-Comté, France métropolitaine, 71220, France
0831525G;43.1497034;6.0737053;La Crau, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83260, France
0650851X;42.99647;-0.0924873;Lau-Balagnas, Argelès-Gazost, Hautes-Pyrénées, Occitanie, France métropolitaine, 65400, France
9720464X;14.6027962;-61.0676724;Fort-de-France, Martinique, 97200, France
0670213T;48.5395474;7.4555778;Mutzig, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67190, France
9760109P;-12.7897252;45.1038055;Tsingoni, Mayotte, 97680, France
9760269N;-12.9132184;45.194967;Bandrélé, Mayotte, 97620, France
7200076V;42.9430118;9.3677363;Morsiglia, Bastia, Haute-Corse, Corse, France métropolitaine, 20238, France
9710136W;16.0000778;-61.7333373;Basse-Terre, Guadeloupe, 97100, France
9710192G;16.2408636;-61.5334077;Pointe-à-Pitre, Guadeloupe, 97110, France
9710290N;16.2706436;-61.5057749;Les Abymes, Pointe-à-Pitre, Guadeloupe, France
9710876A;16.0592721;-61.7636362;Vieux-Habitants, Basse-Terre, Guadeloupe, 97119, France
9710919X;15.8836417;-61.3146797;Grand-Bourg, Pointe-à-Pitre, Guadeloupe, 97112, France
9720108K;14.7121495;-61.183432;Le Carbet, Saint-Pierre, Martinique, 97221, France
0890418W;47.7961287;3.570579;Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89000, France
0890681G;47.7591331;4.1773119;Chassignelles, Avallon, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89160, France
0890990T;47.6839847;3.6898895;Cravant, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89460, France
0891153V;47.3692941;3.9987602;Quarré-les-Tombes, Avallon, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89630, France
0610490B;48.8543179;0.398068991210486;Heugon, La Ferté-en-Ouche, Mortagne-au-Perche, Orne, Normandie, France métropolitaine, 61470, France
0790753P;46.3239455;-0.4645212;Niort, Deux-Sèvres, Nouvelle-Aquitaine, France métropolitaine, 79000, France
0800428F;49.8973493;2.8343113;Assevillers, Péronne, Somme, Hauts-de-France, France métropolitaine, 80200, France
0800445Z;49.8869277;2.7063731;Proyart, Péronne, Somme, Hauts-de-France, France métropolitaine, 80340, France
0891188H;48.25684;3.26409;Cuy, Sens, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89140, France
0900041F;47.585829;6.8654458;Sevenans, Belfort, Territoire-de-Belfort, Bourgogne-Franche-Comté, France métropolitaine, 90400, France
0910702U;48.7312197;2.2713702;Massy, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91300, France
0861050Z;46.8318215;0.4573359;Thuré, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86540, France
0870259J;45.8354243;1.2644847;Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, France
0810333X;44.0101;2.11911;Taïx, Albi, Tarn, Occitanie, France métropolitaine, 81130, France
9710307G;15.9767433;-61.6441603;Trois-Rivières, Basse-Terre, Guadeloupe, 97114, France
9710602C;16.3311175;-61.4579237;Morne-à-l'Eau, Pointe-à-Pitre, Guadeloupe, 97111, France
0931153Y;48.9392142;2.5257254;Sevran, Le Raincy, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93270, France
0880278Z;48.1747684;6.4503643;Épinal, Vosges, Grand Est, France métropolitaine, 88000, France
0880723H;48.3403714;6.3318402;Vincey, Épinal, Vosges, Grand Est, France métropolitaine, 88450, France
0880829Y;48.406984;6.8437227;Raon-l'Étape, Saint-Dié-des-Vosges, Vosges, Grand Est, France métropolitaine, 88110, France
0881606T;48.2494845;6.41236123364515;Thaon-les-Vosges, Capavenir-Vosges, Épinal, Vosges, Grand Est, France métropolitaine, 88150, France
0890201K;48.3194475;3.1264718;Champigny, Sens, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89340, France
9711162L;16.3327353;-61.698147;Sainte-Rose, Basse-Terre, Guadeloupe, 97115, France
0940402B;48.8125893;2.3570028;Le Kremlin-Bicêtre, Arrondissement de L'Haÿ-les-Roses, Val-de-Marne, Île-de-France, France métropolitaine, 94270, France
0941274Z;48.8262055;2.5406696;Villiers-sur-M., Nogent-sur-Marne, Val-de-Marne, Île-de-France, France métropolitaine, 94350, France
0870479Y;45.7501747;1.2888396;Le Vigen, Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, 87110, France
0951035J;48.9906696;2.2794326;Eaubonne, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95600, France
0870515M;45.6634929;1.6484555;Sussac, Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, 87130, France
0870680S;45.8354243;1.2644847;Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, France
9760033G;-12.9132184;45.194967;Bandrélé, Mayotte, 97620, France
0861089S;46.7638945;0.4823734;Naintré, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86530, France
0870278E;45.8354243;1.2644847;Limoges, Haute-Vienne, Nouvelle-Aquitaine, France métropolitaine, France
0860090F;46.5363992;0.8536503;Antigny, Montmorillon, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86310, France
0860223A;46.5695048;0.6439464;Chauvigny, Poitiers, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86300, France
0860399S;46.4249573;0.8682027;Montmorillon, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86500, France
0951629E;49.0300763;2.0205773;Vauréal, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95490, France
0951845P;49.1339431;2.2312397;Champagne-sur-Oise, Pontoise, Val-d'Oise, Île-de-France, France métropolitaine, 95660, France
0880467E;48.225184;6.7638165;Belmont-sur-Buttant, Saint-Dié-des-Vosges, Vosges, Grand Est, France métropolitaine, 88600, France
0881081X;48.32320285;7.11568876605068;Colroy-la-Grande, Provenchères-et-Colroy, Saint-Dié-des-Vosges, Vosges, Grand Est, France métropolitaine, 88490, France
0860716L;46.5695048;0.6439464;Chauvigny, Poitiers, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86300, France
9710191F;16.2408636;-61.5334077;Pointe-à-Pitre, Guadeloupe, 97110, France
0850361F;46.4251677;-1.488347;Longeville-sur-Mer, Les Sables-d'Olonne, Vendée, Pays de la Loire, France métropolitaine, 85560, France
0922453S;48.9026;2.30551;Clichy, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92110, France
0922576A;48.8144;2.31606;Montrouge, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92120, France
9740185H;-20.9269658;55.3361334;La Possession, Saint-Paul, La Réunion, 97419, France
9740275F;-21.2840124;55.4135962;Saint-Louis, Saint-Pierre, La Réunion, France
0770439J;48.8773018;2.7056056;Lagny-sur-Marne, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77400, France
0770842X;48.737539;2.951462;Lumigny-Nesles-Ormeaux, Provins, Seine-et-Marne, Île-de-France, France métropolitaine, 77540, France
0771586F;48.539927;2.6608169;Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77000, France
0420304C;45.6072875;4.0627318;Montbrison, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42600, France
0420335L;45.4348987;4.3212622;Roche-la-Molière, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42230, France
0420505W;45.7523386;3.9746569;Leigneux, Montbrison, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42130, France
0421188N;45.5351545;4.27990164825709;Andrézieux-Bouthéon, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42160, France
0421509M;45.4401467;4.3873058;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France
0772507G;48.8567;2.7855615;Serris, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77700, France
0430515B;45.060809;4.302941;Le Chambon-sur-Lignon, Yssingeaux, Haute-Loire, Auvergne-Rhône-Alpes, France métropolitaine, 43400, France
0511613B;48.9566218;4.3628851;Châlons-en-Champagne, Marne, Grand Est, France métropolitaine, 51000, France
0511919J;48.82692415;3.95420377459509;Val-des-Marais, Épernay, Marne, Grand Est, France métropolitaine, 51130, France
0520108K;48.4441591;5.1694389;Suzannecourt, Saint-Dizier, Haute-Marne, Grand Est, France métropolitaine, 52300, France
0540160F;49.2760476;5.868485;Anoux, Briey, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54150, France
0601686G;49.31280555;1.81715147786281;Villers-sur-Trie, Trie-Château, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60590, France
0750979G;48.8566101;2.3514992;Paris, Île-de-France, France métropolitaine, France
0621750R;50.6032472;2.1830816;Coyecques, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62560, France
0622062E;50.3812113;2.3361053;Saint-Pol-sur-Ternoise, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62130, France
0622283V;50.4245;2.7738;Liévin, Lens, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62800, France
0370301B;47.1667182;0.2402095;Chinon, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37500, France
0370804Y;47.4052448;0.6658199;Saint-Cyr-sur-Loire, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37540, France
0371106B;47.3851411;0.5545862;Luynes, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37230, France
0381653R;44.9624037;5.7452701;La Motte-d'Aveillans, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38770, France
0360076M;46.4298176;2.1188539;Vijon, La Châtre, Indre, Centre-Val de Loire, France métropolitaine, 36160, France
0370148K;47.4052448;0.6658199;Saint-Cyr-sur-Loire, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37540, France
0270068C;49.0268903;1.1510164;Évreux, Eure, Normandie, France métropolitaine, 27000, France
0270073H;49.0268903;1.1510164;Évreux, Eure, Normandie, France métropolitaine, 27000, France
0270337V;49.1025;0.48956;Saint-Vincent-du-Boulay, Bernay, Eure, Normandie, France métropolitaine, 27230, France
0270503A;49.0906709;1.1411476;Saint-Germain-des-Angles, Évreux, Eure, Normandie, France métropolitaine, 27930, France
0271805R;49.0268903;1.1510164;Évreux, Eure, Normandie, France métropolitaine, 27000, France
0280376G;48.3037516936298;0.84907943322189;Trizay-Coutretot-Saint-Serge, Centre-Val de Loire, France métropolitaine, 28480, France
0280449L;48.2639007;1.2125474;Vieuvicq, Châteaudun, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28120, France
0280543N;48.3208851;0.8163959;Nogent-le-Rotrou, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28400, France
0910160E;48.4480353;2.2948861;Orveau, Étampes, Essonne, Île-de-France, France métropolitaine, 91590, France
0320313S;43.4322445;0.7846079;Tournan, Auch, Gers, Occitanie, France métropolitaine, 32420, France
0940721Y;48.7960018;2.5426621;Chennevières-sur-M., Créteil, Val-de-Marne, Île-de-France, France métropolitaine, 94430, France
0382478M;45.3481942;5.3072813;Brézins, Vienne, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38590, France
0382587F;45.614003;5.1580574;Villefontaine, La Tour-du-Pin, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38090, France
0383002G;45.373;5.95104;Saint-Vincent-de-Mercuze, Grenoble, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38660, France
0390454G;46.8966981;5.9677182;Lemuy, Dole, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39110, France
0391066X;47.0921047;5.4925463;Dole, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39100, France
0911883C;48.6612042;2.3322424;Villemoisson-sur-Orge, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91360, France
0920758Z;48.8293583;2.1756093;Marnes-la-Coquette, Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, France métropolitaine, 92430, France
0450459E;48.0183426;1.7957935;Huêtre, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45520, France
0460200T;44.3970338;1.7695063;Limogne-en-Quercy, Cahors, Lot, Occitanie, France métropolitaine, 46260, France
0460391A;44.7389115;1.9077204;Anglars, Figeac, Lot, Occitanie, France métropolitaine, 46120, France
0460523U;44.4778915;1.2872058;Luzech, Cahors, Lot, Occitanie, France métropolitaine, 46140, France
0510606G;49.0354975;4.2088812;Aigny, Châlons-en-Champagne, Marne, Grand Est, France métropolitaine, 51150, France
0510630H;48.9566218;4.3628851;Châlons-en-Champagne, Marne, Grand Est, France métropolitaine, 51000, France
0511584V;48.7586232;3.7684724;Broyes, Épernay, Marne, Grand Est, France métropolitaine, 51120, France
0540179B;49.2128736;5.9750234;Auboué, Briey, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54580, France
0420104K;45.5351545;4.27990164825709;Andrézieux-Bouthéon, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42160, France
0420267M;45.3869468;4.2858545;Firminy, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42700, France
0421199A;45.6030634;4.3148078;Saint-Galmier, Montbrison, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42330, France
0540157C;49.3348009;5.881725;Anderny, Briey, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54560, France
0670196Z;48.4330923;7.4851176;Goxwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67210, France
0332328B;45.1861565;-1.0575334;Hourtin, Lesparre-Médoc, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33990, France
0671133T;48.721185;7.3617168;Gottenhouse, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67700, France
0671466E;48.84129975;7.60049258863281;Pfaffenhoffen, Val-de-Moder, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67350, France
0672148W;48.8666944;7.1906291;Drulingen, Saverne, Bas-Rhin, Grand Est, France métropolitaine, 67320, France
0672152A;49.0036278;7.7899564;Lembach, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67510, France
0672228H;48.5094853;7.2691416;Wisches, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67130, France
0542078R;48.5593996;6.9646289;Val-et-Châtillon, Lunéville, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54480, France
0490123T;47.3763379;-0.1104675;Longué-Jumelles, Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49160, France
0320426P;43.8375617;0.384666;Beaucaire, Condom, Gers, Occitanie, France métropolitaine, 32410, France
0672362D;48.8522761;7.62937257856118;Uberach, Val-de-Moder, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67350, France
0680649L;47.7195745;7.1647103;Burnhaupt-le-Bas, Thann-Guebwiller, Haut-Rhin, Grand Est, France métropolitaine, 68520, France
0680679U;47.5394593;7.3330506;Roppentzwiller, Altkirch, Haut-Rhin, Grand Est, France métropolitaine, 68480, France
0680707Z;47.930557;6.9645918;Kruth, Thann-Guebwiller, Haut-Rhin, Grand Est, France métropolitaine, 68820, France
0341861N;43.5653993;3.9017114;Lattes, Montpellier, Hérault, Occitanie, France métropolitaine, 34970, France
0681455M;47.9024133;7.253469;Issenheim, Thann-Guebwiller, Haut-Rhin, Grand Est, France métropolitaine, 68500, France
0681518F;48.0284909;7.5024451;Wolfgantzen, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68600, France
0390301R;46.7782187;5.9408961;Saint-Germain-en-Montagne, Lons-le-Saunier, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39300, France
0491850V;47.497443;0.0923350673280189;Noyant, Noyant-Villages, Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49490, France
0560668X;47.8758768;-3.0199362;Baud, Pontivy, Morbihan, Bretagne, France métropolitaine, 56150, France
0561493U;47.7477336;-3.3660907;Lorient, Morbihan, Bretagne, France métropolitaine, 56100, France
0570770C;49.2716496;6.6464907;Berviller-en-Moselle, Forbach-Boulay-Moselle, Moselle, Grand Est, France métropolitaine, 57550, France
0570930B;49.0540236;7.1462373;Wittring, Sarreguemines, Moselle, Grand Est, France métropolitaine, 57905, France
0571701P;49.0530406;6.9316068;Puttelange-aux-Lacs, Sarreguemines, Moselle, Grand Est, France métropolitaine, 57510, France
0440866C;47.2733517;-2.2138905;Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44600, France
0440894H;47.2733517;-2.2138905;Saint-Nazaire, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44600, France
0441574X;47.4035523;-0.938858676210172;Le Fresne-sur-Loire, Ingrandes-le-Fresne-sur-Loire, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49123, France
0595107F;50.3952484;3.2326712;Vred, Douai, Nord, Hauts-de-France, France métropolitaine, 59870, France
0352436H;48.0243796;-1.7469644;Bruz, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35170, France
0421532M;45.4825111;4.5741514;Saint-Paul-en-Jarez, Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42740, France
0421536S;45.4401467;4.3873058;Saint-Étienne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, France
0600289N;49.6309601517763;2.30825410992372;Breteuil, Hauts-de-France, France métropolitaine, 60120, France
0640925H;43.228616;-1.04231086760756;Juxue, Bayonne, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64120, France
0370184Z;47.4197523;0.847055;Vernou-sur-Brenne, Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, 37210, France
0312594B;43.5241;1.82637;Auriac-sur-Vendinelle, Toulouse, Haute-Garonne, Occitanie, France métropolitaine, 31460, France
0320168J;43.3825423;0.2235691;Montégut-Arros, Mirande, Gers, Occitanie, France métropolitaine, 32730, France
0400758G;44.1495035;-0.7377402;Sabres, Mont-de-Marsan, Landes, Nouvelle-Aquitaine, France métropolitaine, 40630, France
0650749L;43.1831715;-0.0268132;Ossun, Tarbes, Hautes-Pyrénées, Occitanie, France métropolitaine, 65380, France
0320309M;43.4761111;0.2763889;Tillac, Mirande, Gers, Occitanie, France métropolitaine, 32170, France
0320489H;43.4709929;0.5218082;Clermont-Pouyguillès, Mirande, Gers, Occitanie, France métropolitaine, 32300, France
0330258B;44.841225;-0.5800364;Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France
0330305C;44.8416496;0.214969;Sainte-Foy-la-Grande, Libourne, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33220, France
0420329E;46.0345572;4.0729178;Roanne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42300, France
0572537Y;49.1196964;6.1763552;Metz, Moselle, Grand Est, France métropolitaine, France
0660423B;42.4632642;1.9382159;Ur, Prades, Pyrénées-Orientales, Occitanie, France métropolitaine, 66760, France
0620575N;50.2120584;2.7982832;Boisleux-Saint-Marc, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62175, France
0620982F;50.4754;2.6621899;Nœux-les-Mines, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62290, France
0370284H;47.3900474;0.6889268;Tours, Indre-et-Loire, Centre-Val de Loire, France métropolitaine, France
0572948V;48.9041672;6.8109745;Nébing, Sarrebourg-Château-Salins, Moselle, Grand Est, France métropolitaine, 57670, France
0641092P;43.3048593427608;-1.04383321898218;Orsanco, Nouvelle-Aquitaine, France métropolitaine, 64120, France
0380840G;45.3732685;4.7961586;Le Péage-de-Roussillon, Vienne, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38550, France
0641713P;43.3708943;-0.6294321;Mourenx, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64150, France
0650240H;43.3207413;-0.0047759;Tarasteix, Tarbes, Hautes-Pyrénées, Occitanie, France métropolitaine, 65320, France
0650447H;43.2990551;0.5938322;Thermes-Magnoac, Tarbes, Hautes-Pyrénées, Occitanie, France métropolitaine, 65230, France
0782494M;48.8642975;2.1377696;Bougival, Versailles, Yvelines, Île-de-France, France métropolitaine, 78380, France
0622957C;50.4894092;2.4844818;Calonne-Ricouart, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62470, France
0790172H;46.3239455;-0.4645212;Niort, Deux-Sèvres, Nouvelle-Aquitaine, France métropolitaine, 79000, France
0610659K;48.4747486;0.1485959;Semallé, Alençon, Orne, Normandie, France métropolitaine, 61250, France
0610949A;48.4221718;0.0636128;Saint-Germain-du-Corbéis, Alençon, Orne, Normandie, France métropolitaine, 61000, France
0611079S;48.6688475;-0.0279343955886449;Vrigny, Boischampré, Argentan, Orne, Normandie, France métropolitaine, 61570, France
0140342W;49.0045765;-0.1725382;Rouvres, Caen, Calvados, Normandie, France métropolitaine, 14190, France
0140375G;49.1828008;-0.3690815;Caen, Calvados, Normandie, France métropolitaine, 14000, France
0140428P;49.1828008;-0.3690815;Caen, Calvados, Normandie, France métropolitaine, 14000, France
0140665X;48.9420561;-0.2205177;Soulangy, Caen, Calvados, Normandie, France métropolitaine, 14700, France
0800251N;49.906092;2.0512212;Oissy, Amiens, Somme, Hauts-de-France, France métropolitaine, 80540, France
0800414R;49.9363775;3.1162449;Hervilly, Péronne, Somme, Hauts-de-France, France métropolitaine, 80240, France
0800618M;50.1518358;1.9013003;Millencourt-en-Ponthieu, Abbeville, Somme, Hauts-de-France, France métropolitaine, 80135, France
0800832V;49.8941708;2.2956951;Amiens, Somme, Hauts-de-France, France métropolitaine, 80000, France
0801818S;49.8949866;2.1126148;Saisseval, Amiens, Somme, Hauts-de-France, France métropolitaine, 80540, France
0802059D;49.8941708;2.2956951;Amiens, Somme, Hauts-de-France, France métropolitaine, 80000, France
0890669U;47.90093;3.62501;Héry, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89550, France
0890738U;47.8705655;3.32272821477273;Aillant-sur-Tholon, Montholon, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89110, France
0602079J;49.6086483;1.9960584;Prévillers, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60360, France
0890909E;47.62493;3.9733;Massangis, Avallon, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89440, France
0890972Y;48.0017354;3.7280324;Saint-Florentin, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89600, France
0891039W;47.7441361;3.6477869;Saint-Bris-le-Vineux, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89530, France
0891260L;47.5076136622385;3.88502728869715;Annéot, Bourgogne-Franche-Comté, France métropolitaine, 89200, France
0900255N;47.6085743;6.8096061;Urcerey, Belfort, Territoire-de-Belfort, Bourgogne-Franche-Comté, France métropolitaine, 90800, France
0840883D;44.0066403;4.8725016;Sorgues, Avignon, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, 84700, France
0610908F;48.580906;-0.382037486243263;La Ferté-Macé, Argentan, Orne, Normandie, France métropolitaine, 61600, France
0620345N;50.4821963;2.5461922;Bruay-la-Buissière, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62700, France
0850313D;46.4661122;-0.8063735;Fontenay-le-Comte, Vendée, Pays de la Loire, France métropolitaine, 85200, France
0624014B;50.8064;1.73997;Rinxent, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62720, France
0640267T;43.2054587;-1.1557764;Ainhice-Mongelos, Bayonne, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64220, France
0681137S;47.8208892;7.5410482;Chalampé, Mulhouse, Haut-Rhin, Grand Est, France métropolitaine, 68490, France
0770718M;48.6354878;2.7954418;Guignes, Melun, Seine-et-Marne, Île-de-France, France métropolitaine, 77390, France
0681827S;48.0777517;7.3579641;Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France
0771307C;48.4149956;3.2394035;Bray-sur-Seine, Provins, Seine-et-Marne, Île-de-France, France métropolitaine, 77480, France
0911502N;48.5692542;2.0357586;Saint-Cyr-sous-Dourdan, Étampes, Essonne, Île-de-France, France métropolitaine, 91410, France
0671287K;48.4377779;7.2238892;Wildersbach, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67130, France
0671491G;48.4961447;7.2572798;Russ, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67130, France
0671492H;48.3489201;7.1068599;Saales, Molsheim, Bas-Rhin, Grand Est, France métropolitaine, 67420, France
0672446V;48.8982028302106;7.31173692552979;Hinsbourg, Grand Est, France métropolitaine, 67290, France
0672540X;48.9075169;7.6309516;Gumbrechtshoffen, Haguenau-Wissembourg, Bas-Rhin, Grand Est, France métropolitaine, 67110, France
0922577B;48.8144;2.31606;Montrouge, Antony, Hauts-de-Seine, Île-de-France, France métropolitaine, 92120, France
0595371T;50.6193174;3.1314002;Villeneuve-d'Ascq, Lille, Nord, Hauts-de-France, France métropolitaine, France
0751310S;48.8566101;2.3514992;Paris, Île-de-France, France métropolitaine, France
0755013S;48.8566101;2.3514992;Paris, Île-de-France, France métropolitaine, France
0600293T;49.6338596;2.3614502;Tartigny, Clermont, Oise, Hauts-de-France, France métropolitaine, 60120, France
