2015-2016;2016-2017;2017-2018;Académie;Adresse;Appellation officielle;Code département;Code postal;Commune;Département;Etat établissement;Latitude;Lieu dit;Longitude;Nombre d'élèves 2015-2016;Nombre d'élèves 2016-2017;Nombre d'élèves 2017-2018;Numéro d'école;Patronyme uai;Secteur d'enseignement;code région;libellé région;POPULATION;Inférieur à 500 hab ?;Inférieur à 2000 habs;Inférieur à 10000 habs
yes;no;no;LYON;5 rue Raoul Follereau;Ecole maternelle Cotonne;;42100.0;Saint-Étienne;;;;;;107.0;;;0422101F;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;yes;no;CLERMONT-FERRAND;Le bourg;Ecole élémentaire de Lavoûte-sur-Loire;;43800.0;Lavoûte-sur-Loire;;;;;;36.0;42.0;;0430413R;;PUBLIC;84;Auvergne-et-Rhône-Alpes;841;0;1;1
yes;no;no;POITIERS;Le bourg;Ecole de Nonac;;16190.0;Nonac;;;;;;27.0;;;0160196B;;PUBLIC;75;Nouvelle-Aquitaine;303;1;1;1
yes;yes;no;POITIERS;Le bourg;Ecole élémentaire de Rouzède;;16220.0;Rouzède;;;;;;17.0;14.0;;0160561Y;;PUBLIC;75;Nouvelle-Aquitaine;223;1;1;1
yes;yes;no;GRENOBLE;Cité de Bernaudin;Ecole Bernaudin;;7100.0;Annonay;;;;;;34.0;22.0;;0071178T;;PUBLIC;84;Auvergne-et-Rhône-Alpes;16075;0;0;0
yes;yes;no;TOULOUSE;1 place des écoles;Ecole primaire de la Bastide-de-Besplas;;9350.0;La Bastide-de-Besplas;;;;;;25.0;19.0;;0090111X;;PUBLIC;76;Occitanie;384;1;1;1
yes;no;no;REIMS;Rue du Donjon;Ecole primaire de Champignol-lez-Mondeville;;10200.0;Champignol-lez-Mondeville;;;;;;35.0;;;0100095Z;;PUBLIC;44;Grand-Est;323;1;1;1
yes;no;no;REIMS;36 Route Principale;Ecole primaire des Croûtes;;10130.0;Les Croûtes;;;;;;14.0;;;0100227T;;PUBLIC;44;Grand-Est;108;1;1;1
yes;yes;no;REIMS;Rue du Four;Ecole maternelle de Pont-sur-Seine;;10400.0;Pont-sur-Seine;;;;;;47.0;50.0;;0100412U;;PUBLIC;44;Grand-Est;1131;0;1;1
yes;no;no;REIMS;99 rue Thiers;Ecole maternelle Auguste Renoir;;10120.0;Saint-André-les-Vergers;;;;;;136.0;;;0100465B;;PUBLIC;44;Grand-Est;11770;0;0;0
yes;yes;no;RENNES;3 avenue de la Mare Guesclin;Ecole maternelle Les Colombes;;35230.0;Saint-Erblon;;;;;;101.0;102.0;;0351787C;;PUBLIC;53;Bretagne;2662;0;0;1
yes;yes;no;RENNES;14 rue de la Dussetière;Ecole maternelle Montaubert;;35133.0;Lécousse;;;;;;81.0;76.0;;0352095M;;PUBLIC;53;Bretagne;3058;0;0;1
yes;no;no;ORLEANS-TOURS;8 rue François Habert;Ecole maternelle FranE£ois Habert;;36100.0;Issoudun;;;;;;62.0;;;0360241S;;PUBLIC;24;Centre-Val-de-Loire;12420;0;0;0
yes;yes;no;ORLEANS-TOURS;4 rue de l'Ecole;Ecole de Sazeray;;36160.0;Sazeray;;;;;;16.0;13.0;;0360484F;;PUBLIC;24;Centre-Val-de-Loire;314;1;1;1
yes;no;no;RENNES;Rue de Gwaremm Zu;Ecole maternelle Bourg;;29920.0;Névez;;;;;;58.0;;;0292028X;;PUBLIC;53;Bretagne;2682;0;0;1
yes;no;no;POITIERS;Rue Nicolas de Largilliére;Ecole maternelle Gaston Balande;;17000.0;La Rochelle;;;;;;60.0;;;0170436G;;PUBLIC;75;Nouvelle-Aquitaine;74344;0;0;0
yes;no;no;GUADELOUPE;Boulevard Chanzy;Ecole maternelle Cideme Salvator;;97110.0;Pointe-à-Pitre;;;;;;50.0;;;9710152N;;PUBLIC;1;Guadeloupe;15826;0;0;0
yes;yes;no;GUADELOUPE;Cadenet;Ecole maternelle Laurette Vitalle;;97160.0;Le Moule;;;;;;110.0;55.0;;9710389W;;PUBLIC;1;Guadeloupe;22456;0;0;0
yes;yes;no;GUADELOUPE;Rue Evremont Gène;Ecole maternelle Amédée Fengarol;;97131.0;Petit-Canal;;;;;;98.0;115.0;;9710492H;;PUBLIC;1;Guadeloupe;8057;0;0;1
yes;no;no;GUADELOUPE;Rue Victor Hugo;Ecole maternelle Paul Lacavé;;97180.0;Sainte-Anne;;;;;;50.0;;;9710497N;;PUBLIC;1;Guadeloupe;24653;0;0;0
yes;no;no;MONTPELLIER;6 rue Déodat de Séverac;Ecole maternelle Paul Lacombe;;11000.0;Carcassonne;;;;;;29.0;;;0110176G;;PUBLIC;76;Occitanie;46724;0;0;0
yes;no;no;MONTPELLIER;Place de l'Hôtel de Ville;Ecole maternelle Trebes Ville;;11800.0;Trèbes;;;;;;27.0;;;0110651Y;;PUBLIC;76;Occitanie;5410;0;0;1
yes;no;no;GRENOBLE;Boulevard Henri Dunant;Ecole maternelle Ninon Vallin;;26100.0;Romans-sur-Isère;;;;;;65.0;;;0260940F;;PUBLIC;84;Auvergne-et-Rhône-Alpes;33632;0;0;0
yes;no;no;GRENOBLE;1 rue Maurice Ravel;Ecole maternelle Maurice Ravel;;26000.0;Valence;;;;;;63.0;;;0261028B;;PUBLIC;84;Auvergne-et-Rhône-Alpes;61767;0;0;0
yes;yes;no;ROUEN;2 rue Saint-Barthélémy;Ecole élémentaire de Thomer-la-Sôgne;;27240.0;Thomer-la-Sôgne;;;;;;27.0;26.0;;0270863S;;PUBLIC;28;Normandie;327;1;1;1
yes;no;no;NANCY-METZ;55 rue Principale;Ecole élémentaire Le Cèdre Bleu;;57420.0;Coin-lès-Cuvry;;;;;;9.0;;;0571959V;;PUBLIC;44;Grand-Est;685;0;1;1
yes;yes;no;NANCY-METZ;13 rue Christian Pfister;Ecole maternelle Sablon Au pommier Rose;;57000.0;Metz;;;;;;122.0;114.0;;0572137N;;PUBLIC;44;Grand-Est;118634;0;0;0
yes;yes;no;NANCY-METZ;23 rue Principale;Ecole élémentaire d'Heining-lès-Bouzonville;;57320.0;Heining-lès-Bouzonville;;;;;;12.0;12.0;;0572314F;;PUBLIC;44;Grand-Est;512;0;1;1
yes;no;no;STRASBOURG;1 rue de l'Ecole;Ecole de la Walck;;67350.0;La Walck;;;;;;116.0;;;0671974G;;PUBLIC;44;Grand-Est;1130;0;1;1
yes;no;no;STRASBOURG;1 chemin de l'Oberberg;Ecole maternelle de Mittelbergheim;;67140.0;Mittelbergheim;;;;;;19.0;;;0672452B;;PUBLIC;44;Grand-Est;658;0;1;1
yes;no;no;STRASBOURG;16 A rue de Schirmeck;Ecole maternelle de Rothau;;67570.0;Rothau;;;;;;48.0;;;0672620J;;PUBLIC;44;Grand-Est;1575;0;1;1
yes;yes;no;MONTPELLIER;Le village;Ecole élémentaire de Villardebelle;11.0;11580.0;Villardebelle;Aude;;;;;11.0;12.0;;0111002E;;PUBLIC;76;Occitanie;54;1;1;1
yes;no;no;POITIERS;Le bourg;Ecole élémentaire de Palluaud;;16390.0;Palluaud;;;;;;19.0;;;0160187S;;PUBLIC;75;Nouvelle-Aquitaine;239;1;1;1
yes;no;no;POITIERS;63 rue des Seguins;Ecole élémentaire A. Daudet;;16600.0;Ruelle-sur-Touvre;;;;;;51.0;;;0160287A;;PUBLIC;75;Nouvelle-Aquitaine;7357;0;0;1
yes;yes;no;POITIERS;Rue principale;Ecole maternelle F Dolto;;16330.0;Vars;;;;;;93.0;97.0;;0160449B;;PUBLIC;75;Nouvelle-Aquitaine;2021;0;0;1
yes;no;no;POITIERS;Le bourg;Ecole d'Esse;;16500.0;Esse;;;;;;23.0;;;0160529N;;PUBLIC;75;Nouvelle-Aquitaine;505;0;1;1
yes;yes;no;ORLEANS-TOURS;110 avenue M Maunoury;Ecole maternelle Jean de la Fontaine;;28600.0;Luisant;;;;;;106.0;107.0;;0280310K;;PUBLIC;24;Centre-Val-de-Loire;6720;0;0;1
yes;no;no;NANCY-METZ;17 rue de l'Ecole;Ecole maternelle de Bousbach;;57460.0;Bousbach;;;;;;48.0;;;0572592H;;PUBLIC;44;Grand-Est;1149;0;1;1
yes;no;no;NANCY-METZ;5 rue de la Chappé;Ecole maternelle Les Quatre Saisons;;57645.0;Montoy-Flanville;;;;;;69.0;;;0572687L;;PUBLIC;44;Grand-Est;1117;0;1;1
yes;no;no;NANCY-METZ;Rue Saint Exupéry;Ecole maternelle Rond Bois;;57120.0;Rombas;;;;;;62.0;;;0572781N;;PUBLIC;44;Grand-Est;10002;0;0;0
yes;no;no;STRASBOURG;53 rue Principale;Ecole intercommunale;;68210.0;Wolfersdorf;;;;;;35.0;;;0681387N;;PUBLIC;44;Grand-Est;346;1;1;1
yes;yes;no;STRASBOURG;3 rue de la Station;Ecole élémentaire des 2 Aspach-Michelbach;;68700.0;Aspach-le-Bas;;;;;;234.0;218.0;;0681512Z;;PUBLIC;44;Grand-Est;1307;0;1;1
yes;no;no;POITIERS;Le bourg;Ecole Ratier - Lacouture;;16500.0;Ansac-sur-Vienne;;;;;;21.0;;;0160851N;;PUBLIC;75;Nouvelle-Aquitaine;856;0;1;1
yes;no;no;POITIERS;Rue du Docteur Feuillet;Ecole maternelle de Villefagnan;;16240.0;Villefagnan;;;;;;47.0;;;0161030H;;PUBLIC;75;Nouvelle-Aquitaine;997;0;1;1
yes;yes;no;POITIERS;Le bourg;Ecole maternelle d'Anais;;16560.0;Anais;;;;;;49.0;41.0;;0161129R;;PUBLIC;75;Nouvelle-Aquitaine;591;0;1;1
yes;yes;no;ORLEANS-TOURS;11 Route de Cloyes;Ecole maternelle de Droué;;41270.0;Droué;;;;;;53.0;48.0;;0410893Y;;PUBLIC;24;Centre-Val-de-Loire;1013;0;1;1
yes;no;no;LYON;18 rue Lakanal;Ecole maternelle Lakanal;;42300.0;Roanne;;;;;;77.0;;;0420326B;;PUBLIC;84;Auvergne-et-Rhône-Alpes;35507;0;0;0
yes;no;no;LYON;3 rue Louis Comté;Ecole primaire Centre 1;;42230.0;Roche-la-Molière;;;;;;130.0;;;0420377G;;PUBLIC;84;Auvergne-et-Rhône-Alpes;10093;0;0;0
yes;no;no;LYON;10 rue Docteur Laënnec;Ecole maternelle Guizay;;42100.0;Saint-Étienne;;;;;;80.0;;;0420652F;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;yes;no;STRASBOURG;163 rue des Prelats;Ecole maternelle d'Orschwiller;;67600.0;Orschwiller;;;;;;18.0;19.0;;0670207L;;PUBLIC;44;Grand-Est;633;0;1;1
yes;no;no;STRASBOURG;Rue de Sélestat;Ecole maternelle Le Schloessel;;67540.0;Ostwald;;;;;;73.0;;;0670220A;;PUBLIC;44;Grand-Est;11925;0;0;0
yes;no;no;STRASBOURG;2 rue Welsch;Ecole maternelle Neuhof A;;67100.0;Strasbourg;;;;;;98.0;;;0670292D;;PUBLIC;44;Grand-Est;275718;0;0;0
yes;no;no;STRASBOURG;2 rue des écoles;Ecole maternelle de Hatten;;67690.0;Hatten;;;;;;59.0;;;0670364G;;PUBLIC;44;Grand-Est;1935;0;1;1
yes;no;no;STRASBOURG;3 rue de l'Eglise;Ecole élémentaire de Gingsheim;;67270.0;Gingsheim;;;;;;23.0;;;0671099F;;PUBLIC;44;Grand-Est;334;1;1;1
yes;no;no;LYON;Rue Winston Churchill;Ecole maternelle plaines;;42120.0;Le Coteau;;;;;;71.0;;;0420961S;;PUBLIC;84;Auvergne-et-Rhône-Alpes;6775;0;0;1
yes;yes;no;LYON;4 rue de Bourgogne;Ecole maternelle Fontquentin;;42300.0;Roanne;;;;;;95.0;88.0;;0421190R;;PUBLIC;84;Auvergne-et-Rhône-Alpes;35507;0;0;0
yes;no;no;LYON;9 allée Rachel;Ecole primaire Montferre;;42100.0;Saint-Étienne;;;;;;60.0;;;0421472X;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;no;no;LYON;17 rue Gounod;Ecole maternelle d'application Montreynaud Gounod;;42000.0;Saint-Étienne;;;;;;64.0;;;0421529J;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;yes;no;LYON;10 rue H Dunant;Ecole primaire Beaulieu;;42100.0;Saint-Étienne;;;;;;135.0;143.0;;0421988H;;PUBLIC;84;Auvergne-et-Rhône-Alpes;172023;0;0;0
yes;yes;no;NICE;97 avenue Henri Guillaume;Ecole maternelle Romain Rolland;;83500.0;La Seyne-sur-Mer;;;;;;50.0;44.0;;0830730T;;PUBLIC;93;Provence-Alpes-Côte-d'Azur;64523;0;0;0
yes;no;no;STRASBOURG;7 rue du Châlet;Ecole maternelle Le Petit Prince;;67260.0;Sarre-Union;;;;;;150.0;;;0671470J;;PUBLIC;44;Grand-Est;2967;0;0;1
yes;yes;no;STRASBOURG;170 rue Neuve;Ecole maternelle de Schleithal;;67160.0;Schleithal;;;;;;40.0;40.0;;0671521P;;PUBLIC;44;Grand-Est;1473;0;1;1
yes;no;no;MONTPELLIER;Le village;Ecole primaire de Saint-Martin-de-Boubaux;;48160.0;Saint-Martin-de-Boubaux;;;;;;7.0;;;0480362H;;PUBLIC;76;Occitanie;180;1;1;1
yes;yes;no;TOULOUSE;Rue du Maréchal Lyautey;Ecole maternelle Jean Mermoz;;31600.0;Muret;;;;;;179.0;179.0;;0311118X;;PUBLIC;76;Occitanie;24725;0;0;0
yes;no;no;NANTES;18 rue Colonel de Sauveboeuf;Ecole maternelle Pierre et Marie Curie;;49000.0;Angers;;;;;;92.0;;;0490099S;;PUBLIC;52;Pays-de-la-Loire;150125;0;0;0
yes;no;no;DIJON;17 rue d'En Haut;Ecole de Beugnon;;89570.0;Beugnon;;;;;;13.0;;;0890470C;;PUBLIC;27;Bourgogne-et-Franche-Comté;329;1;1;1
yes;no;no;DIJON;4 allée du Docteur Gauthereau;Ecole primaire de Villefranche;;89120.0;Villefranche;;;;;;74.0;;;0890993W;;PUBLIC;27;Bourgogne-et-Franche-Comté;635;0;1;1
yes;yes;no;DIJON;17 rue Nicolas Droin;Ecole de Courgis;;89800.0;Courgis;;;;;;15.0;18.0;;0891081S;;PUBLIC;27;Bourgogne-et-Franche-Comté;259;1;1;1
yes;no;no;DIJON;2 rue Auxerroise;Ecole élémentaire de Lignorelles;;89800.0;Lignorelles;;;;;;26.0;;;0891294Y;;PUBLIC;27;Bourgogne-et-Franche-Comté;184;1;1;1
yes;yes;no;BESANCON;40 rue des Vosges;Ecole primaire Romagny sous Rougemont;;90110.0;Romagny-sous-Rougemont;;;;;;21.0;20.0;;0900055W;;PUBLIC;27;Bourgogne-et-Franche-Comté;201;1;1;1
yes;yes;no;BESANCON;Rue haute Rive;Ecole primaire Docteur Benoît;;90200.0;Giromagny;;;;;;85.0;87.0;;0900095P;;PUBLIC;27;Bourgogne-et-Franche-Comté;3141;0;0;1
yes;no;no;NANTES;26 rue du Planty;Ecole maternelle Le Planty;;49300.0;Cholet;;;;;;51.0;;;0490989J;;PUBLIC;52;Pays-de-la-Loire;53890;0;0;0
yes;yes;no;STRASBOURG;2 rue des Marguerites;Ecole maternelle Les Marguerites;;68000.0;Colmar;;;;;;30.0;31.0;;0681782T;;PUBLIC;44;Grand-Est;67956;0;0;0
yes;yes;no;BORDEAUX;Groupe scolaire Grand Pontet;Ecole maternelle Elie Janailhac;;33330.0;Saint-Émilion;;;;;;75.0;68.0;;0332316N;;PUBLIC;75;Nouvelle-Aquitaine;1911;0;1;1
yes;yes;no;BORDEAUX;38 avenue du chemin de la vie;Ecole maternelle la Souris Verte;;33440.0;Ambarès-et-Lagrave;;;;;;46.0;58.0;;0332763Z;;PUBLIC;75;Nouvelle-Aquitaine;14609;0;0;0
yes;no;no;VERSAILLES;Rue des Pierres rangées;Ecole maternelle Champ de Coq;;91590.0;La Ferté-Alais;;;;;;29.0;;;0911135P;;PUBLIC;11;Île-de-France;3960;0;0;1
yes;no;no;AMIENS;18 rue Principale;Ecole élémentaire de Croix-Fonsomme;;2110.0;Croix-Fonsomme;;;;;;24.0;;;0020597N;;PUBLIC;32;Hauts-de-France;230;1;1;1
yes;no;no;AMIENS;Impasse Jacquart;Ecole maternelle Groupe scolaire Quentin-Barre;;2100.0;Saint-Quentin;;;;;;71.0;;;0020868H;;PUBLIC;32;Hauts-de-France;55698;0;0;0
yes;no;no;TOULOUSE;Place Jean Jaurès;Ecole maternelle Louise Michel;;31840.0;Aussonne;;;;;;223.0;;;0311650A;;PUBLIC;76;Occitanie;6867;0;0;1
yes;yes;no;TOULOUSE;Le village;Ecole maternelle Empu Monlaur Bernet;;32140.0;Monlaur-Bernet;;;;;;18.0;14.0;;0320158Y;;PUBLIC;76;Occitanie;171;1;1;1
yes;yes;no;TOULOUSE;Le village;Ecole maternelle Empu Termes d'Armagnanc;;32400.0;Termes-d'Armagnac;;;;;;18.0;18.0;;0320307K;;PUBLIC;76;Occitanie;186;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole élémentaire Troncens;;32230.0;Troncens;;;;;;11.0;;;0320317W;;PUBLIC;76;Occitanie;184;1;1;1
yes;yes;no;TOULOUSE;Le village;Ecole élémentaire Castelnau Auvignon;;32100.0;Castelnau-sur-l'Auvignon;;;;;;15.0;12.0;;0320462D;;PUBLIC;76;Occitanie;177;1;1;1
yes;no;no;TOULOUSE;Le village;Ecole maternelle Empu Pouylebon;;32320.0;Pouylebon;;;;;;18.0;;;0320611R;;PUBLIC;76;Occitanie;147;1;1;1
yes;no;no;MONTPELLIER;Avenue de Paris;Ecole maternelle Taillefer;;30320.0;Marguerittes;;;;;;50.0;;;0301529Z;;PUBLIC;76;Occitanie;8608;0;0;1
yes;no;no;BORDEAUX;12 rue Théodore Bellemer;Ecole primaire Camille Claudel;;33520.0;Bruges;;;;;;185.0;;;0330545N;;PUBLIC;75;Nouvelle-Aquitaine;16954;0;0;0
yes;yes;no;BORDEAUX;Rue de la gare;Ecole maternelle de Saint-Christoly-de-Blaye;;33920.0;Saint-Christoly-de-Blaye;;;;;;62.0;43.0;;0331104W;;PUBLIC;75;Nouvelle-Aquitaine;2031;0;0;1
yes;no;no;REIMS;8 rue Balzan;Ecole primaire de Vieux-lès-Asfeld;;8190.0;Vieux-lès-Asfeld;;;;;;35.0;;;0080513P;;PUBLIC;44;Grand-Est;320;1;1;1
yes;no;no;REIMS;Rue du Général Sarrail;Ecole maternelle Jeanine Lambeau;;8320.0;Aubrives;;;;;;43.0;;;0080755C;;PUBLIC;44;Grand-Est;866;0;1;1
yes;no;no;REIMS;Rue d'Obernai;Ecole élémentaire de Brienne-sur-Aisne;;8190.0;Brienne-sur-Aisne;;;;;;29.0;;;0081101D;;PUBLIC;44;Grand-Est;193;1;1;1
yes;yes;no;TOULOUSE;Le village;Ecole primaire de Vicdessos;;9220.0;Vicdessos;;;;;;45.0;43.0;;0090070C;;PUBLIC;76;Occitanie;543;0;1;1
yes;yes;no;CAEN;Rue du Docteur Callegari;Ecole maternelle Le Chat Perche;;50250.0;La Haye-du-Puits;;;;;;93.0;82.0;;0500448R;;PUBLIC;28;Normandie;1547;0;1;1
yes;no;no;CAEN;4 rue du Moulin Fauvel;Ecole RPI Les Bords de Terrette;;50620.0;Le Hommet-d'Arthenay;;;;;;5.0;;;0500764J;;PUBLIC;28;Normandie;393;1;1;1
yes;no;no;CAEN;Le bourg;Ecole Jules Ferry;;50330.0;Cosqueville;;;;;;23.0;;;0501034C;;PUBLIC;28;Normandie;565;0;1;1
yes;yes;no;VERSAILLES;19 rue d'Alsace;Ecole maternelle Victor Hugo;;92110.0;Clichy;;;;;;264.0;279.0;;0920449N;;PUBLIC;11;Île-de-France;59255;0;0;0
yes;yes;no;REIMS;43 rue Jean et Gilberte Droit;Ecole maternelle Gilberte Droit;;51100.0;Reims;;;;;;70.0;68.0;;0511414K;;PUBLIC;44;Grand-Est;182592;0;0;0
yes;yes;no;REIMS;2 allée des Acacias;Ecole maternelle du Parc de la Fontaine;;51140.0;Jonchery-sur-Vesle;;;;;;77.0;71.0;;0511518Y;;PUBLIC;44;Grand-Est;1887;0;1;1
yes;no;no;REIMS;1 place des Tilleuls;Ecole Henri Henriot;;52150.0;Huilliécourt;;;;;;42.0;;;0520995Z;;PUBLIC;44;Grand-Est;120;1;1;1
yes;yes;no;REIMS;Place Georges Pompidou;Ecole de Vecqueville;;52300.0;Vecqueville;;;;;;45.0;28.0;;0521020B;;PUBLIC;44;Grand-Est;610;0;1;1
yes;yes;no;ROUEN;7 rue de la Liberté;Ecole élémentaire de Saint-Germain-de-Fresney;;27220.0;Saint-Germain-de-Fresney;;;;;;26.0;22.0;;0270396J;;PUBLIC;28;Normandie;216;1;1;1
yes;no;no;REIMS;Rue Albert Camus;Ecole maternelle Léon Bourgeois;;51400.0;Mourmelon-le-Grand;;;;;;68.0;;;0510366W;;PUBLIC;44;Grand-Est;5339;0;0;1
yes;no;no;REIMS;3 rue J de la Fontaine;Ecole élémentaire d'application Jean de la Fontaine;;51000.0;Châlons-en-Champagne;;;;;;110.0;;;0510629G;;PUBLIC;44;Grand-Est;44899;0;0;0
yes;yes;no;VERSAILLES;9 rue Sophie Foucault;Ecole maternelle Sophie Foucault;;92110.0;Clichy;;;;;;126.0;111.0;;0922522S;;PUBLIC;11;Île-de-France;59255;0;0;0
yes;yes;no;CLERMONT-FERRAND;25 rue Victor Basch;Ecole maternelle Maurice Genest;;63200.0;Riom;;;;;;125.0;126.0;;0631506V;;PUBLIC;84;Auvergne-et-Rhône-Alpes;18675;0;0;0
yes;yes;no;ROUEN;Rue des Maraîchers;Ecole maternelle Pauline Kergomard;;27700.0;Les Andelys;;;;;;128.0;113.0;;0271348U;;PUBLIC;28;Normandie;8201;0;0;1
yes;yes;no;ROUEN;2 place de la Mairie;Ecole élémentaire de Fresney;;27220.0;Fresney;;;;;;51.0;44.0;;0271493B;;PUBLIC;28;Normandie;337;1;1;1
yes;no;no;ORLEANS-TOURS;9 rue Chanzy;Ecole maternelle de Terminiers;;28140.0;Terminiers;;;;;;60.0;;;0280211C;;PUBLIC;24;Centre-Val-de-Loire;941;0;1;1
yes;no;no;REIMS;3 rue de la gare;Ecole maternelle de Sept-Saulx;;51400.0;Sept-Saulx;;;;;;46.0;;;0511586X;;PUBLIC;44;Grand-Est;593;0;1;1
yes;yes;no;REIMS;4 Route de Montmort;Ecole maternelle de Fromentières;;51210.0;Fromentières;;;;;;52.0;53.0;;0511967L;;PUBLIC;44;Grand-Est;385;1;1;1
yes;yes;no;RENNES;18 rue Maréchal Leclerc;Ecole maternelle de Quintin;;22800.0;Quintin;;;;;;102.0;74.0;;0220654S;;PUBLIC;53;Bretagne;2822;0;0;1
yes;yes;no;RENNES;Rue Sainte-Suzanne;Ecole maternelle de Mûr-de-Bretagne;;22530.0;Mûr-de-Bretagne;;;;;;51.0;53.0;;0220690F;;PUBLIC;53;Bretagne;2078;0;0;1
yes;yes;no;RENNES;Le bourg;Ecole maternelle de Plouër-sur-Rance;;22490.0;Plouër-sur-Rance;;;;;;96.0;89.0;;0221477L;;PUBLIC;53;Bretagne;3409;0;0;1
yes;no;no;RENNES;22 Route de Trebeurden;Ecole maternelle Jean Le Morvan;;22560.0;Pleumeur-Bodou;;;;;;36.0;;;0221604Z;;PUBLIC;53;Bretagne;3983;0;0;1
yes;yes;no;MONTPELLIER;Avenue Robert Gourdon;Ecole élémentaire du Pic d'Etienne;;30600.0;Vauvert;;;;;;149.0;145.0;;0301179U;;PUBLIC;76;Occitanie;11195;0;0;0
yes;no;no;CRETEIL;4 rue P Brossolette;Ecole élémentaire Marie Curie;;93270.0;Sevran;;;;;;152.0;;;0931314Y;;PUBLIC;11;Île-de-France;49465;0;0;0
yes;yes;no;CRETEIL;77 avenue H Barbusse;Ecole maternelle Camille Claudel;;93140.0;Bondy;Seine-Saint-Denis;;48.90157;;2.48791;282.0;288.0;;0932067S;;PUBLIC;11;Île-de-France;52865;0;0;0
yes;yes;no;AMIENS;3 rue de l'église;Ecole élémentaire de Montépilloy;;60810.0;Montépilloy;;;;;;19.0;15.0;;0601124W;;PUBLIC;32;Hauts-de-France;162;1;1;1
yes;no;no;BORDEAUX;Hameau de Cadouin;Ecole primaire du Buisson-de-Cadouin;;24480.0;Le Buisson-de-Cadouin;;;;;;18.0;;;0240182T;;PUBLIC;75;Nouvelle-Aquitaine;2073;0;0;1
yes;yes;no;BORDEAUX;Rue Eugénie Cotton;Ecole maternelle Eugène Le Roy;;24660.0;Coulounieix-Chamiers;;;;;;141.0;137.0;;0240274T;;PUBLIC;75;Nouvelle-Aquitaine;8108;0;0;1
yes;yes;no;BORDEAUX;Avenue Aristide Briand;Ecole maternelle René Desmaison;;24100.0;Bergerac;;;;;;88.0;86.0;;0240307D;;PUBLIC;75;Nouvelle-Aquitaine;28063;0;0;0
yes;no;no;BORDEAUX;Bourg Nord;Ecole élémentaire de Grèzes;;24120.0;Grèzes;;;;;;23.0;;;0240766C;;PUBLIC;75;Nouvelle-Aquitaine;196;1;1;1
yes;no;no;BORDEAUX;19 rue Emile Zola;Ecole élémentaire Alba;;24100.0;Bergerac;;;;;;102.0;;;0240954G;;PUBLIC;75;Nouvelle-Aquitaine;28063;0;0;0
yes;yes;no;POITIERS;2 rue de la Liberté;Ecole primaire de Messemé;;86200.0;Messemé;;;;;;19.0;19.0;;0860375R;;PUBLIC;75;Nouvelle-Aquitaine;228;1;1;1
yes;no;no;POITIERS;Rue Baptiste Toussaint;Ecole de Millac;;86150.0;Millac;;;;;;18.0;;;0860383Z;;PUBLIC;75;Nouvelle-Aquitaine;489;1;1;1
yes;no;no;POITIERS;2 place du Vieux marché;Ecole maternelle Ville haute;;86500.0;Montmorillon;;;;;;37.0;;;0860402V;;PUBLIC;75;Nouvelle-Aquitaine;6197;0;0;1
yes;yes;no;CAEN;18 rue du Paty;Ecole maternelle Fernand Léger;;61200.0;Argentan;;;;;;99.0;100.0;;0610072X;;PUBLIC;28;Normandie;13903;0;0;0
yes;yes;no;CAEN;Le bourg;Ecole élémentaire Louis Louvrier;;61310.0;Silly-en-Gouffern;;;;;;42.0;37.0;;0610662N;;PUBLIC;28;Normandie;399;1;1;1
yes;yes;no;BESANCON;Place Cassard;Ecole de Flangebouche;;25390.0;Flangebouche;;;;;;69.0;70.0;;0250481M;;PUBLIC;27;Bourgogne-et-Franche-Comté;724;0;1;1
yes;no;no;BESANCON;2 rue du Neuf Clos;Ecole Chauffaud;;25130.0;Villers-le-Lac;;;;;;29.0;;;0250591G;;PUBLIC;27;Bourgogne-et-Franche-Comté;4680;0;0;1
yes;yes;no;BESANCON;8 rue de la Maltournée;Ecole primaire de Pugey;;25720.0;Pugey;;;;;;100.0;52.0;;0250811W;;PUBLIC;27;Bourgogne-et-Franche-Comté;784;0;1;1
yes;yes;no;BESANCON;26 grande rue;Ecole primaire Intercommunale d'Aibre;25.0;25750.0;Aibre;Doubs;OUVERT;47.55087170291518;;6.697787443641003;105.0;99.0;;0251879G;INTERCOMMUNALE;PUBLIC;27;Bourgogne-et-Franche-Comté;472;1;1;1
yes;no;no;RENNES;33 rue Guy Ropartz;Ecole maternelle Pauline Kergomard;;56600.0;Lanester;;;;;;28.0;;;0560313L;;PUBLIC;53;Bretagne;21874;0;0;0
yes;no;no;RENNES;Hameau de Talvern Neneze;Ecole primaire de Pluméliau;;56930.0;Pluméliau;;;;;;33.0;;;0560383M;;PUBLIC;53;Bretagne;3594;0;0;1
yes;no;no;RENNES;Rue de Kerdisson;Ecole maternelle Paul Langevin;;56300.0;Pontivy;;;;;;60.0;;;0560834C;;PUBLIC;53;Bretagne;13915;0;0;0
yes;yes;no;POITIERS;5 rue de la Mairie;Ecole primaire de Ranton;;86200.0;Ranton;;;;;;19.0;11.0;;0860525D;;PUBLIC;75;Nouvelle-Aquitaine;184;1;1;1
