lat,lon,address,town,name,pop_count,closed
48.9566218,4.3628851,3 rue J de la Fontaine,Châlons-en-Champagne,Ecole élémentaire d'application Jean de la Fontaine,44899.0,2016
48.9026,2.30551,9 rue Sophie Foucault,Clichy,Ecole maternelle Sophie Foucault,59255.0,2017
45.893068,3.1136667,25 rue Victor Basch,Riom,Ecole maternelle Maurice Genest,18675.0,2017
49.246919299999995,1.4215533999999999,Rue des Maraîchers,Les Andelys,Ecole maternelle Pauline Kergomard,8201.0,2017
48.949459999999995,1.3041399999999999,2 place de la Mairie,Fresney,Ecole élémentaire de Fresney,337.0,2017
48.0827574,1.7408966000000001,9 rue Chanzy,Terminiers,Ecole maternelle de Terminiers,941.0,2016
49.1514315,4.2514192,3 rue de la gare,Sept-Saulx,Ecole maternelle de Sept-Saulx,593.0,2016
48.8793138165297,3.59301958253128,4 Route de Montmort,Fromentières,Ecole maternelle de Fromentières,385.0,2017
48.403605400000004,-2.9112668999999998,18 rue Maréchal Leclerc,Quintin,Ecole maternelle de Quintin,2822.0,2017
48.1960984,-2.9826182529094303,Rue Sainte-Suzanne,Mûr-de-Bretagne,Ecole maternelle de Mûr-de-Bretagne,2078.0,2017
48.5245,-2.00563,Le bourg,Plouër-sur-Rance,Ecole maternelle de Plouër-sur-Rance,3409.0,2017
48.7732657,-3.5187178999999995,22 Route de Trebeurden,Pleumeur-Bodou,Ecole maternelle Jean Le Morvan,3983.0,2016
43.692438200000005,4.2754772,Avenue Robert Gourdon,Vauvert,Ecole élémentaire du Pic d'Etienne,11195.0,2017
48.9392142,2.5257254000000002,4 rue P Brossolette,Sevran,Ecole élémentaire Marie Curie,49465.0,2016
