school_code,lat,lon,region_code,address,postal_code,town,name,region,pop_count,closed,Académie
0500497U,48.6474693,-0.9424389999999999,28,Rue du Xii ème Arrondissement,50140.0,Mortain,Ecole maternelle Yves Pouliquen,Normandie,1685.0,2016,CAEN
0390290D,46.7604057,5.9402266,27,1 Route des Sapins,39300.0,Équevillon,Ecole élémentaire d'Équevillon,Bourgogne-et-Franche-Comté,592.0,2016,BESANCON
0390449B,46.9318996,5.9662505,27,1 place de la Mairie,39110.0,Dournon,Ecole élémentaire de Dournon,Bourgogne-et-Franche-Comté,128.0,2016,BESANCON
0390509S,46.6739021,5.5586167,27,5 avenue Aristide Briand,39000.0,Lons-le-Saunier,Ecole élémentaire Aristide Briand,Bourgogne-et-Franche-Comté,17063.0,2016,BESANCON
0390684G,46.367,5.708069999999999,27,7 montée de l'Ecole,39360.0,Jeurre,Ecole de Jeurre,Bourgogne-et-Franche-Comté,259.0,2017,BESANCON
0422157S,45.4401467,4.3873058,84,4 impasse de la Palle,42100.0,Saint-Étienne,Ecole maternelle Montchovet,Auvergne-et-Rhône-Alpes,172023.0,2017,LYON
0211412W,47.525588799999994,5.3695751,27,40 rue de l'Eglise,21610.0,Fontaine-Française,Ecole maternelle de Fontaine-Française,Bourgogne-et-Franche-Comté,909.0,2016,DIJON
0211728P,46.97703,4.8905,27,1 rue de Lis,21200.0,Sainte-Marie-la-Blanche,Ecole maternelle de Sainte-Marie-la-Blanche,Bourgogne-et-Franche-Comté,835.0,2016,DIJON
0211912P,47.006553000000004,5.2393965,27,Rue Princesse de Conti,21250.0,Tichey,Ecole RPI,Bourgogne-et-Franche-Comté,217.0,2016,DIJON
0460078K,44.74469439999999,1.4907273,76,Le bourg,46300.0,Saint-Projet,Ecole primaire de Saint-Projet,Occitanie,361.0,2017,TOULOUSE
0460313R,44.6642467,1.9518723000000002,76,Le bourg,46100.0,Fons,Ecole primaire de Fons,Occitanie,399.0,2017,TOULOUSE
0390934D,46.3877989,5.8641501,27,11 rue de Franche-Comté,39200.0,Saint-Claude,Ecole maternelle Franche Comté,Bourgogne-et-Franche-Comté,10346.0,2016,BESANCON
0460576B,44.7847558,1.8999269,76,Le bourg,46120.0,Leyme,Ecole maternelle de Leyme,Occitanie,947.0,2016,TOULOUSE
0501849N,49.6343606,-1.62856869074902,28,Avenue de Normandie,50100.0,Cherbourg-Octeville,Ecole primaire Amont Quentin,Normandie,37055.0,2016,CAEN
0595308Z,50.200250200000006,3.8336383,32,64 rue de la Victoire,59620.0,Aulnoye-Aymeries,Ecole maternelle Louise Michel,Hauts-de-France,8816.0,2016,LILLE
0510576Z,49.2577886,4.031926,44,22 rue Albert Thomas,51100.0,Reims,Ecole maternelle Jules Ferry,Grand-Est,182592.0,2016,REIMS
0510968A,49.047599100000006,4.08816616780357,44,2 rue de l'école,51150.0,Bisseuil,Ecole de Bisseuil,Grand-Est,645.0,2017,REIMS
0511908X,48.68266,3.80144,44,4 rue de Sezanne,51120.0,Gaye,Ecole maternelle de Gaye,Grand-Est,581.0,2017,REIMS
0595764V,50.5732932,3.0823682,32,Rue du guet,59175.0,Vendeville,Ecole maternelle de Vendeville,Hauts-de-France,1692.0,2017,LILLE
0600128N,49.175414700000005,1.9019138999999998,32,6 rue Pelée,60240.0,Bouconvillers,Ecole élémentaire de Bouconvillers,Hauts-de-France,361.0,2016,AMIENS
0600148K,49.2413145823151,1.8857331086071298,32,11 rue de la Mairie,60240.0,Montjavoult,Ecole de Montjavoult,Hauts-de-France,454.0,2016,AMIENS
0600166E,49.151971,2.9837988999999996,32,3 place de l'église,60620.0,Antilly,Ecole élémentaire d'Antilly,Hauts-de-France,302.0,2017,AMIENS
0600281E,49.63096015177629,2.30825410992372,32,8 rue Cardonnois-Broyes,60120.0,Broyes,Ecole élémentaire de Broyes,Hauts-de-France,174.0,2016,AMIENS
0070135J,44.447247261799,4.09651757719874,84,Le village,7140.0,Malbosc,Ecole primaire Noël Garidel,Auvergne-et-Rhône-Alpes,147.0,2016,GRENOBLE
0070353W,44.5493789,4.6829629,84,42 boulevard Pasteur,7400.0,Le Teil,Ecole maternelle Teillaret,Auvergne-et-Rhône-Alpes,8292.0,2017,GRENOBLE
0071324B,45.1891,4.79833,84,Place du Général de Goutel,7370.0,Sarras,Ecole maternelle de Sarras,Auvergne-et-Rhône-Alpes,2082.0,2016,GRENOBLE
0080216S,49.79756,4.6754,44,4 rue du Paquis,8090.0,Damouzy,Ecole de Damouzy,Grand-Est,414.0,2016,REIMS
0520619R,48.177014,5.1516194,44,3 rue du Tertre,52000.0,Riaucourt,Ecole primaire de Riaucourt,Grand-Est,435.0,2016,REIMS
0520824N,48.6668291,4.8977944,44,Rue du Château,52100.0,Villiers-en-Lieu,Ecole maternelle de Villiers-en-Lieu,Grand-Est,1555.0,2017,REIMS
0342061F,43.677910100000005,3.9868904,76,210 rue de la Guesse,34160.0,Castries,Ecole la Guesse,Occitanie,5935.0,2016,MONTPELLIER
0350904T,48.0131094,-1.7023101000000003,53,3 allée de l'Ecole,35131.0,Pont-Péan,Ecole maternelle Lucie Aubrac,Bretagne,3905.0,2017,RENNES
0470249R,44.4174761,0.39816273090189397,75,Le bourg,47400.0,Grateloup-Saint-Gayrand,Ecole élémentaire de Grateloup-Saint-Gayrand,Nouvelle-Aquitaine,444.0,2017,BORDEAUX
0561525D,47.62798,-2.8229152,53,1 rue Plessis d'Arradon,56610.0,Arradon,Ecole maternelle Les Corallines,Bretagne,5514.0,2017,RENNES
0561623K,47.7636187,-3.1194205000000004,53,17 rue Nationale,56690.0,Landévant,Ecole maternelle de Landévant,Bretagne,3482.0,2017,RENNES
0211940V,47.28156,5.18971,27,1 rue de la Mairie,21110.0,Izier,Ecole maternelle d'Izier,Bourgogne-et-Franche-Comté,806.0,2016,DIJON
0220754A,48.317935399999996,-2.2620533,53,38 rue de la Madeleine,22250.0,Broons,Ecole maternelle de Broons,Bretagne,2958.0,2016,RENNES
0220818V,48.38102515,-2.33228275857413,53,Le bourg,22270.0,Dolo,Ecole primaire de Dolo,Bretagne,672.0,2016,RENNES
0220898G,48.46244615,-2.51650229207986,53,15 rue docteur Lavergne,22400.0,Lamballe,Ecole maternelle Lavergne,Bretagne,12217.0,2016,RENNES
0220914Z,48.2849898,-2.41256441182033,53,Le bourg,22330.0,Langourla,Ecole primaire Le Ble En Herbe,Bretagne,522.0,2016,RENNES
0351837G,48.1244503,-1.214331,53,7 allée de la Hodeyère,35500.0,Vitré,Ecole maternelle la Hodeyère,Bretagne,17463.0,2017,RENNES
0530295H,48.071037700000005,-0.7723499,52,61 avenue Pierre de Coubertin,53000.0,Laval,Ecole maternelle groupe scolaire Les Pommeraies,Pays-de-la-Loire,50479.0,2016,NANTES
0480430G,44.3380133,3.22842731840373,76,Le village,48500.0,Saint-Georges-de-Lévéjac,Ecole de Saint-Georges-de-Lévéjac,Occitanie,250.0,2017,MONTPELLIER
0360555H,46.5790893,2.00521388557935,24,Le bourg,36400.0,Vicq-Exemplet,Ecole élémentaire de Vicq-Exemplet,Centre-Val-de-Loire,322.0,2017,ORLEANS-TOURS
0221534Y,48.288079499999995,-2.1543918,53,8 rue des écoles,22350.0,Caulnes,Ecole maternelle de Caulnes,Bretagne,2448.0,2017,RENNES
0221633F,48.18859125,-2.58719821925169,53,Rue des écoles,22210.0,Plémet,Ecole maternelle de Plémet,Bretagne,3212.0,2016,RENNES
0221640N,48.24010935,-2.55527984239813,53,Rue des écoles,22330.0,Saint-Gilles-du-Mené,Ecole primaire de Saint-Gilles-du-Mené,Bretagne,468.0,2016,RENNES
0221826R,48.434473,-2.219882,53,2 rue du Meloir Sentier,22980.0,Plélan-le-Petit,Ecole maternelle Montafilan,Bretagne,1836.0,2016,RENNES
0240276V,45.336641,1.0490102,75,1 rue Antoine Gay,24160.0,Excideuil,Ecole maternelle d'Excideuil,Nouvelle-Aquitaine,1162.0,2016,BORDEAUX
0421465P,45.6072875,4.0627318,84,3 rue Fernand Léger,42600.0,Montbrison,Ecole maternelle Beauregard,Auvergne-et-Rhône-Alpes,15673.0,2017,LYON
0371373S,47.385141100000006,0.5545861999999999,24,2 rue de la Corderie,37230.0,Luynes,Ecole maternelle Camus,Centre-Val-de-Loire,5207.0,2017,ORLEANS-TOURS
0371404A,47.231224100000006,0.2519958,24,Place de l'église,37420.0,Huismes,Ecole maternelle d'Huismes,Centre-Val-de-Loire,1550.0,2017,ORLEANS-TOURS
0380196G,45.4912311,5.3866972,84,17 rue du Général Brocard,38690.0,Biol,Ecole élémentaire Brocard,Auvergne-et-Rhône-Alpes,1405.0,2017,GRENOBLE
0240388S,45.29233,0.74936,75,Rue de la BEAURONNE,24460.0,Agonac,Ecole élémentaire d'Agonac,Nouvelle-Aquitaine,1718.0,2016,BORDEAUX
0240583D,45.17838205,0.8204095174289671,75,Le bourg,24330.0,Bassillac,Ecole élémentaire de Bassillac,Nouvelle-Aquitaine,1786.0,2017,BORDEAUX
0240627B,45.328055600000006,0.31237909999999997,75,Le bourg,24320.0,Lusignac,Ecole maternelle de Lusignac,Nouvelle-Aquitaine,189.0,2016,BORDEAUX
0240715X,44.908188700000004,1.3397368,75,Le bourg,24370.0,Simeyrols,Ecole maternelle de Simeyrols,Nouvelle-Aquitaine,252.0,2016,BORDEAUX
0240753N,45.30813,0.81893,75,Le bourg,24460.0,Ligueux,Ecole élémentaire de Ligueux,Nouvelle-Aquitaine,282.0,2017,BORDEAUX
0240854Y,45.0145321,0.6472144000000001,75,Le bourg,24380.0,Saint-Maime-de-Péreyrol,Ecole élémentaire de Saint-Maime-de-Péreyrol,Nouvelle-Aquitaine,276.0,2017,BORDEAUX
0240968X,45.1872222,0.6922222,75,Rue Eugénie Cotton,24660.0,Coulounieix-Chamiers,Ecole élémentaire Eugène Le Roy,Nouvelle-Aquitaine,8108.0,2017,BORDEAUX
0240985R,44.870418799999996,0.3742764,75,4 rue André Rousseau,24130.0,La Force,Ecole maternelle de la Force,Nouvelle-Aquitaine,2568.0,2016,BORDEAUX
0430911G,45.118917100000004,3.9065257000000004,84,Le bourg,43800.0,Lavoûte-sur-Loire,Ecole maternelle de Lavoûte-sur-Loire,Auvergne-et-Rhône-Alpes,841.0,2017,CLERMONT-FERRAND
0542180B,48.5101741,6.768275900000001,44,4 rue de la Mairie,54120.0,Reherrey,Ecole maternelle de Reherrey,Grand-Est,126.0,2017,NANCY-METZ
0542341B,48.6453022,6.8060775,44,2 Grande rue,54450.0,Avricourt,Ecole d'Avricourt,Grand-Est,392.0,2016,NANCY-METZ
0550789J,49.0548828295899,5.13310618266323,44,8 place Jean Blaise,55120.0,Aubréville,Ecole d'Aubréville,Grand-Est,391.0,2017,NANCY-METZ
0251612S,47.510236799999994,6.7977564,27,Rue Samuel Marti,25200.0,Montbéliard,Ecole maternelle Grosjean Jules,Bourgogne-et-Franche-Comté,25697.0,2016,BESANCON
0370304E,47.590492299999994,0.9084165999999999,24,4 rue Hector Berlioz,37110.0,Château-Renault,Ecole maternelle Prévert,Centre-Val-de-Loire,5072.0,2017,ORLEANS-TOURS
0370570U,47.231224100000006,0.2519958,24,Place de la Mairie,37420.0,Huismes,Ecole primaire d'Huismes,Centre-Val-de-Loire,1550.0,2017,ORLEANS-TOURS
0371380Z,47.4371991493408,0.372737234758632,24,32 rue des écoles,37340.0,Gizeux,Ecole primaire Emile Thierry,Centre-Val-de-Loire,408.0,2016,ORLEANS-TOURS
0141839Y,49.3291667,-0.3886111,28,Avenue Général Koenig,14750.0,Saint-Aubin-sur-Mer,Ecole maternelle Jean Baptiste Couture,Normandie,2266.0,2017,CAEN
0150332E,45.2517313820506,2.55219363350221,84,Le bourg,15400.0,Le Claux,Ecole élémentaire du Claux,Auvergne-et-Rhône-Alpes,196.0,2016,CLERMONT-FERRAND
0150619S,44.928544099999996,2.4433101,84,Rue Georges Clémenceau,15000.0,Aurillac,Ecole Marmiers,Auvergne-et-Rhône-Alpes,26572.0,2016,CLERMONT-FERRAND
0381415G,45.5252114,4.874784099999999,84,Rue de la Convention Estressin,38200.0,Vienne,Ecole maternelle Côteau Sainte-Hélène,Auvergne-et-Rhône-Alpes,29325.0,2016,GRENOBLE
0381476Y,45.07583579999999,5.7715863,84,Avenue de Venaria,38220.0,Vizille,Ecole maternelle Joliot Curie,Auvergne-et-Rhône-Alpes,7571.0,2016,GRENOBLE
0631289J,45.649908,3.7088801,84,Rue des écoles,63480.0,Vertolaye,Ecole maternelle de Vertolaye,Auvergne-et-Rhône-Alpes,554.0,2016,CLERMONT-FERRAND
0640564R,42.9750902,-0.6217117,75,Le bourg,64490.0,Lées-Athas,Ecole primaire de Lées-Athas,Nouvelle-Aquitaine,291.0,2017,BORDEAUX
0390618K,47.2224,5.53366,27,Place de la Mairie,39290.0,Montmirey-le-Château,Ecole de Montmirey-le-Château,Bourgogne-et-Franche-Comté,170.0,2017,BESANCON
0160501H,45.4405085,-0.198012764899828,75,Le bourg,16300.0,Montchaude,Ecole élémentaire de Montchaude,Nouvelle-Aquitaine,540.0,2017,POITIERS
0160510T,45.4709095,-0.1528288,75,Avenue Bernard Fischer,16300.0,Barbezieux-Saint-Hilaire,Ecole élémentaire Félix Gaillard,Nouvelle-Aquitaine,4774.0,2017,POITIERS
0160587B,45.8735576,0.7188033,75,7 rue des écoles,16150.0,Chabanais,Ecole maternelle de Chabanais,Nouvelle-Aquitaine,1763.0,2016,POITIERS
0160927W,45.68445139999999,0.5660516,75,Le bourg,16220.0,Écuras,Ecole d'Écuras,Nouvelle-Aquitaine,598.0,2017,POITIERS
0160972V,45.9908656,0.4103041,75,1 place des Tilleuls,16350.0,Champagne-Mouton,Ecole maternelle de Champagne-Mouton,Nouvelle-Aquitaine,945.0,2017,POITIERS
0161026D,45.5296896,-0.23913850000000003,75,Le Menallier,16300.0,Lachaise,Ecole élémentaire André Clerjaud,Nouvelle-Aquitaine,336.0,2017,POITIERS
0170302L,45.702450899999995,-0.4921932,75,10 rue Jean Monnet,17610.0,Dompierre-sur-Charente,Ecole maternelle de Dompierre-sur-Charente,Nouvelle-Aquitaine,475.0,2016,POITIERS
0390138N,46.75453515,5.55660302185966,27,40 place de la Mairie,39210.0,Saint-Germain-lès-Arlay,Ecole de Saint-Germain-lès-Arlay,Bourgogne-et-Franche-Comté,482.0,2016,BESANCON
0390933C,47.2047,5.68505,27,2 rue Fontaine d'Embrun,39350.0,Gendrey,Ecole maternelle de Gendrey,Bourgogne-et-Franche-Comté,408.0,2016,BESANCON
0400652S,43.8911318,-0.500972,75,5 impasse du Carboue,40000.0,Mont-de-Marsan,Ecole maternelle Carboue,Nouvelle-Aquitaine,31334.0,2017,BORDEAUX
0140286K,49.08899775,-0.198534850833071,28,2 rue des Canadiens,14370.0,Billy,Ecole élémentaire de Billy,Normandie,377.0,2017,CAEN
0140660S,48.9716102,-0.24754629999999997,28,Rue du marché,14420.0,Potigny,Ecole maternelle Antoine de Saint-Exupéry,Normandie,1954.0,2017,CAEN
0140679M,48.8965132,-0.13832650000000002,28,Rue la Croix,14700.0,Villy-lez-Falaise,Ecole élémentaire de Villy-lez-Falaise,Normandie,277.0,2017,CAEN
0140686V,49.0174187,-0.12397550000000002,28,Cidex E  13,14270.0,Ernes,Ecole élémentaire d'Ernes,Normandie,325.0,2016,CAEN
0141059A,48.82212835,-0.96880173694407,28,Le bourg,14380.0,Saint-Manvieu-Bocage,Ecole de Saint-Manvieu-Bocage,Normandie,545.0,2016,CAEN
0141565A,49.179086299999994,-0.2672692,28,4 Allée des Enfants,14840.0,Démouville,Ecole maternelle de Démouville,Normandie,3281.0,2017,CAEN
0141659C,48.8517468,-0.8872594458318379,28,Rue de l'Eglise,14500.0,Vire,Ecole maternelle Malraux-Neuville,Normandie,11597.0,2016,CAEN
0131829T,43.3015041,5.548003285875901,93,429 avenue Mireille Lauze,13011.0,Marseille,Ecole maternelle Pomme Mazenode,Provence-Alpes-Côte-d'Azur,90555.0,2016,AIX-MARSEILLE
0180320A,47.0805693,2.398932,24,13 rue de la Halle,18000.0,Bourges,Ecole élémentaire Auron B,Centre-Val-de-Loire,67189.0,2016,ORLEANS-TOURS
0420122E,46.1483,4.042269999999999,84,Impasse Bonlieu,42720.0,La Bénisson-Dieu,Ecole primaire,Auvergne-et-Rhône-Alpes,432.0,2016,LYON
0420319U,45.528840100000004,4.6187385999999995,84,Place Pasteur,42800.0,Rive-de-Gier,Ecole maternelle Pasteur,Auvergne-et-Rhône-Alpes,14658.0,2016,LYON
0420841L,45.5086864,4.0416546,84,Le bourg,42560.0,Soleymieux,Ecole primaire Le Bourg,Auvergne-et-Rhône-Alpes,666.0,2017,LYON
0160198D,45.3981244449386,0.110404189787165,75,Le bourg,16190.0,Salles-Lavalette,Ecole maternelle de Salles-Lavalette,Nouvelle-Aquitaine,364.0,2017,POITIERS
0160375W,45.608672999999996,0.1013099,75,17 avenue de la gare,16400.0,La Couronne,Ecole élémentaire Jacques Prévert,Nouvelle-Aquitaine,7466.0,2016,POITIERS
0160422X,45.7428942,-0.0910086,75,Place du Canton,16170.0,Vaux-Rouillac,Ecole de Vaux-Rouillac,Nouvelle-Aquitaine,300.0,2016,POITIERS
0160666M,46.0635586,0.2392556,75,Le bourg,16700.0,Taizé-Aizie,Ecole maternelle de Taizé-Aizie,Nouvelle-Aquitaine,588.0,2016,POITIERS
0160739S,45.5711281,-0.2667791,75,Le bourg,16130.0,Verrières,Ecole élémentaire de Verrières,Nouvelle-Aquitaine,346.0,2016,POITIERS
0160869H,45.6763498,0.2188754,75,98 avenue Jean Jaurès,16600.0,Ruelle-sur-Touvre,Ecole maternelle Le Maine Gagnaud,Nouvelle-Aquitaine,7357.0,2017,POITIERS
0160892H,45.7009701,-0.35835459999999997,75,Rue des écoles,16100.0,Javrezac,Ecole Jean Rostand,Nouvelle-Aquitaine,605.0,2016,POITIERS
0170899K,45.517222,-0.826111,75,11 Route du Pineau,17120.0,Chenac-Saint-Seurin-d'Uzet,Ecole élémentaire de Chenac-Saint-Seurin-d'Uzet,Nouvelle-Aquitaine,582.0,2016,POITIERS
0630592B,45.86018189999999,3.4203664,84,Route de Lezoux,63190.0,Orléat,Ecole Pont Astier,Auvergne-et-Rhône-Alpes,2081.0,2017,CLERMONT-FERRAND
0132749T,43.5569467,4.7295988,93,Hameau de mas Thibert,13104.0,Arles,Ecole maternelle Marinette Carletti,Provence-Alpes-Côte-d'Azur,52566.0,2016,AIX-MARSEILLE
0631515E,45.855795,3.5489707000000004,84,Rue Emile Zola,63300.0,Thiers,Ecole maternelle Emile Zola,Auvergne-et-Rhône-Alpes,11308.0,2017,CLERMONT-FERRAND
0631749J,45.77246895,3.23889848098283,84,4 rue de la Porte du Vent,63111.0,Dallet,Ecole maternelle de Dallet,Auvergne-et-Rhône-Alpes,1452.0,2017,CLERMONT-FERRAND
0140131S,49.22100089999999,-0.6792915,28,Le bourg,14250.0,Ellon,Ecole élémentaire d'Ellon,Normandie,476.0,2016,CAEN
0140513G,49.1460831,0.22551679999999996,28,Place de la République,14100.0,Lisieux,Ecole maternelle Caroline Duchemin,Normandie,21132.0,2016,CAEN
0140647C,48.8909429900377,-0.172750936079535,28,Le bourg,14700.0,Les Loges-Saulces,Ecole élémentaire des Loges-Saulces,Normandie,175.0,2016,CAEN
0141019G,48.84902185,-0.565216636395482,28,Rue Albert Camus,14110.0,Condé-sur-Noireau,Ecole Albert Camus,Normandie,5244.0,2016,CAEN
0141100V,48.8517468,-0.8872594458318379,28,Rue de la Foulerie,14500.0,Vire,Ecole maternelle de la Tour aux Raines,Normandie,11597.0,2016,CAEN
0141384D,49.2031097,-0.3353513,28,917 boulevard Grande Delle,14200.0,Hérouville-Saint-Clair,Ecole maternelle Jean Boisard,Normandie,21393.0,2016,CAEN
0141566B,48.896474100000006,-0.19991289999999998,28,3 rue Charlotte Herpin,14700.0,Falaise,Ecole maternelle Charlotte Herpin,Normandie,8343.0,2017,CAEN
0141656Z,49.2366859,-0.3262163,28,Rue des écoles,14112.0,Biéville-Beuville,Ecole maternelle de Biéville-Beuville,Normandie,2747.0,2016,CAEN
0800730J,50.1015635,1.4473006000000002,32,1 rue du 11 Novembre 1918,80460.0,Ault,Ecole primaire J Cozette M.Berquer,Hauts-de-France,1584.0,2017,AMIENS
0561316B,47.8758768,-3.0199362,53,Rue de Coet Ligne,56150.0,Baud,Ecole maternelle Gourandel,Bretagne,6126.0,2016,RENNES
0141657A,48.9161569,-0.48224350000000005,28,7 rue Delavigne,14570.0,Clécy,Ecole maternelle de Clécy,Normandie,1251.0,2017,CAEN
0141679Z,49.1355556,-0.2941667,28,Route de Four,14540.0,Soliers,Ecole maternelle intercommunale,Normandie,2164.0,2017,CAEN
0142129N,49.20141605,-0.836754924986576,28,15 Route de Bayeux,14490.0,Vaubadon,Ecole de Vaubadon,Normandie,438.0,2016,CAEN
0142252X,49.141239299999995,-0.3506969,28,4 rue Marivaux,14123.0,Ifs,Ecole maternelle Jean Vilar,Normandie,11500.0,2016,CAEN
0180286N,47.2217489,2.0691421,24,Rue de la Poterie,18100.0,Vierzon,Ecole maternelle Tunnel Château,Centre-Val-de-Loire,27113.0,2016,ORLEANS-TOURS
0180414C,46.6664315,2.5522142000000003,24,Rue Jean Valette,18200.0,Ainay-le-Vieil,Ecole élémentaire,Centre-Val-de-Loire,203.0,2017,ORLEANS-TOURS
0180439E,46.6418114,2.2835591,24,Rue du Champ de Foire,18170.0,Le Châtelet,Ecole maternelle du Châtelet,Centre-Val-de-Loire,1068.0,2016,ORLEANS-TOURS
0570360G,48.9808121,6.4664978,44,2 rue de l'Abbé Nicolas,57580.0,Vatimont,Ecole élémentaire de Vatimont,Grand-Est,319.0,2016,NANCY-METZ
0570814A,49.161036700000004,6.853844400000001,44,1 rue Houchard,57800.0,Rosbruck,Ecole maternelle Le Temps des Cerises,Grand-Est,771.0,2017,NANCY-METZ
0571145K,49.099983200000004,6.153041,44,19 rue Pougin,57950.0,Montigny-lès-Metz,Ecole maternelle d'application Pougin,Grand-Est,21831.0,2017,NANCY-METZ
0600467G,49.43009970000001,2.0823355,32,22 rue Paul Doumer,60000.0,Beauvais,Ecole maternelle Elsa Triolet,Hauts-de-France,55252.0,2017,AMIENS
0190415Y,44.993430700000005,2.00979358444882,75,Le bourg,19430.0,Camps-Saint-Mathurin-Léobazel,Ecole élémentaire de Camps-Saint-Mathurin-Léobazel,Nouvelle-Aquitaine,242.0,2017,LIMOGES
0190482W,45.4243315,1.5637278000000001,75,Les Buges,19140.0,Uzerche,Ecole maternelle Les Buges,Nouvelle-Aquitaine,2934.0,2017,LIMOGES
0190561G,45.1723833,1.7342495,75,Le bourg,19190.0,Le Chastang,Ecole du Chastang,Nouvelle-Aquitaine,372.0,2017,LIMOGES
0210200D,47.1839,4.67322,27,Route de Thorey sur Ouche,21360.0,Crugey,Ecole élémentaire RPI,Bourgogne-et-Franche-Comté,192.0,2017,DIJON
0210304S,47.125851209535,4.667585283198219,27,Place de la Mairie,21360.0,La Bussière-sur-Ouche,Ecole élémentaire RPI,Bourgogne-et-Franche-Comté,137.0,2017,DIJON
0210413K,47.6196013682994,4.330804218402919,27,1 Grand rue,21500.0,Asnières-en-Montagne,Ecole d'Asnières-en-Montagne,Bourgogne-et-Franche-Comté,190.0,2016,DIJON
0940492Z,48.8051624,2.4197113,11,56 rue Paul Vaillant Couturier,94140.0,Alfortville,Ecole maternelle Henri Barbusse,Île-de-France,44818.0,2017,CRETEIL
0600921A,49.527063299999995,1.8512721,32,7 rue de l'école,60380.0,Wambez,Ecole de Wambez,Hauts-de-France,156.0,2016,AMIENS
0601538W,49.4179497,2.8263171000000002,32,3 rue Edouard Branly,60200.0,Compiègne,Ecole maternelle Georges Pompidou 1,Hauts-de-France,40430.0,2016,AMIENS
0030360A,46.3464789733877,3.8305934422415095,84,Rue du 18 Juin 1940,3130.0,Montcombroux-les-Mines,Ecole élémentaire de Montcombroux-les-Mines,Auvergne-et-Rhône-Alpes,334.0,2017,CLERMONT-FERRAND
0880445F,48.1471,6.0629,44,11 Grande rue,88260.0,Senonges,Ecole primaire de Senonges,Grand-Est,125.0,2017,NANCY-METZ
0880620W,48.2527,5.945,44,45 rue du Gras,88800.0,Parey-sous-Montfort,Ecole maternelle de Parey-sous-Montfort,Grand-Est,140.0,2017,NANCY-METZ
0881543Z,48.177517200000004,6.393281900000001,44,8 rue de la Mairie,88390.0,Les Forges,Ecole maternelle des Forges,Grand-Est,1953.0,2017,NANCY-METZ
0890175G,47.4261876,3.9966803,27,4 rue de la Mairie,89630.0,Saint-Brancher,Ecole de Saint-Brancher,Bourgogne-et-Franche-Comté,314.0,2017,DIJON
0610077C,48.580906,-0.38203748624326295,28,8 rue Pierre Neveu,61600.0,La Ferté-Macé,Ecole maternelle Charles Perrault,Normandie,5661.0,2016,CAEN
0610200L,48.6773586,0.0889576,28,Le bourg,61570.0,Médavy,Ecole maternelle de Médavy,Normandie,152.0,2017,CAEN
9710676H,16.2408636,-61.533407700000005,1,Rue Shoelcher,97110.0,Pointe-à-Pitre,Ecole primaire Amédée Fengarol 2,Guadeloupe,15826.0,2017,GUADELOUPE
9720207T,14.817095500208499,-61.0665079377225,2,Rue Victor Schoëlcher,97214.0,Le Lorrain,Ecole maternelle Gilbert Tarquin,Martinique,7177.0,2017,MARTINIQUE
0900284V,47.5075682,6.9977521,27,53 rue d'Alsace,90100.0,Delle,Ecole maternelle Louise Michel,Bourgogne-et-Franche-Comté,5818.0,2017,BESANCON
0590966E,51.0347708,2.3772525,32,80 boulevard Alexandre III,59140.0,Dunkerque,Ecole primaire Parc de la Marine,Hauts-de-France,89882.0,2016,LILLE
0591052Y,50.5223657,3.1158401000000002,32,Avenue François Mitterrand,59710.0,Pont-à-Marcq,Ecole maternelle Groupe Philpppe-Laurent Roland,Hauts-de-France,2774.0,2017,LILLE
0590970J,51.0347708,2.3772525,32,76 rue du Président Wilson,59140.0,Dunkerque,Ecole maternelle Parc de la Marine,Hauts-de-France,89882.0,2016,LILLE
0591354B,50.2513704,3.9200611000000003,32,245 avenue du Général Leclerc,59330.0,Hautmont,Ecole maternelle Les jonquilles,Hauts-de-France,14271.0,2016,LILLE
0751217R,48.856610100000005,2.3514992,11,17 rue Alphonse Baudin,75011.0,Paris,Ecole primaire Alphonse Baudin,Île-de-France,153461.0,2017,PARIS
0592680T,50.753123200000005,3.1209016,32,12 rue Jules Watteeuw,59223.0,Roncq,Ecole maternelle Marie Curie,Hauts-de-France,13524.0,2016,LILLE
0591679E,50.9946103,2.2192457,32,2 rue Siméon Courcot,59279.0,Loon-Plage,Ecole primaire Lamartine niveau 1,Hauts-de-France,6314.0,2016,LILLE
0592517R,50.587877899999995,3.0511654999999998,32,Rue du 14 juillet,59139.0,Wattignies,Ecole maternelle Bracke-Desrousseaux,Hauts-de-France,14179.0,2017,LILLE
0921519B,48.8126688,2.2385432,11,Allée du Canada,92190.0,Meudon,Ecole maternelle Les Sablons,Île-de-France,45043.0,2017,VERSAILLES
0922053G,48.8953328,2.2561602,11,1 boulevard Aristide Briand,92400.0,Courbevoie,Ecole maternelle Aristide Briand,Île-de-France,85523.0,2017,VERSAILLES
0751366C,48.856610100000005,2.3514992,11,20 rue Paul Valéry,75016.0,Paris,Ecole maternelle Paul Valéry C,Île-de-France,166552.0,2017,PARIS
0540143M,48.8969262,6.2597394,44,5 Grand rue,54610.0,Abaucourt,Ecole maternelle d'Abaucourt,Grand-Est,304.0,2016,NANCY-METZ
0540444P,48.6846355,5.786620500000001,44,4 bis rue Jeanne d'Arc,54570.0,Foug,Ecole élémentaire du Centre,Grand-Est,2668.0,2017,NANCY-METZ
